subId,NTspeed_Corrected,P_out_ncl,speed_out_ncl,TimeSeries,T_out_ncl,u_out_ncl,v_out_ncl,w_out_ncl,predict_date,Id,time_second,speed
131,3.774,345.66,5.1881,2016-07-16_02:45:00,-0.1891,2.7721,-4.3855,0.0326,20160715,9450,2016-07-16 10:45:00,4.761312623
132,3.528,350.39,4.7977,2016-07-16_03:00:00,0.0166,2.5546,-4.061,0.0354,20160715,9451,2016-07-16 11:00:00,4.924367575
133,3.199,352.52,4.2759,2016-07-16_03:15:00,0.2342,2.2778,-3.6187,0.0639,20160715,9452,2016-07-16 11:15:00,4.94661519
134,2.87,362.65,3.754,2016-07-16_03:30:00,0.4632,2.2074,-3.0365,0.0821,20160715,9453,2016-07-16 11:30:00,4.131758858
135,2.688,353.72,3.4654,2016-07-16_03:45:00,0.6195,2.2025,-2.6755,0.1279,20160715,9454,2016-07-16 11:45:00,3.191132656
136,2.518,336.59,3.1955,2016-07-16_04:00:00,0.7894,2.1188,-2.392,0.1459,20160715,9455,2016-07-16 12:00:00,2.552330214
137,2.306,316.97,2.859,2016-07-16_04:15:00,0.8569,1.3812,-2.5032,0.158,20160715,9456,2016-07-16 12:15:00,3.401692048
138,2.422,321.97,3.0428,2016-07-16_04:30:00,0.8803,1.2166,-2.789,0.1552,20160715,9457,2016-07-16 12:30:00,2.456505113
139,2.63,314.11,3.3732,2016-07-16_04:45:00,0.9547,0.8322,-3.269,0.1412,20160715,9458,2016-07-16 12:45:00,3.484190421
140,2.555,325.58,3.2543,2016-07-16_05:00:00,0.9672,0.7178,-3.1742,0.1443,20160715,9459,2016-07-16 13:00:00,4.059176195
141,2.541,317.24,3.2326,2016-07-16_05:15:00,0.998,0.4285,-3.204,0.1354,20160715,9460,2016-07-16 13:15:00,4.03963318
142,2.478,305.73,3.1314,2016-07-16_05:30:00,1.1018,0.541,-3.0843,0.1409,20160715,9461,2016-07-16 13:30:00,3.125725341
143,2.351,315.41,2.9306,2016-07-16_05:45:00,1.1182,0.3061,-2.9146,0.1488,20160715,9462,2016-07-16 13:45:00,4.455176613
144,2.337,310.39,2.9089,2016-07-16_06:00:00,1.0731,-0.0919,-2.9075,0.144,20160715,9463,2016-07-16 14:00:00,3.820080623
145,2.368,310.79,2.9568,2016-07-16_06:15:00,0.9152,-0.5998,-2.8953,0.1452,20160715,9464,2016-07-16 14:15:00,3.276528827
146,2.484,303.14,3.1407,2016-07-16_06:30:00,0.649,-1.2069,-2.8995,0.125,20160715,9465,2016-07-16 14:30:00,4.018758461
147,2.61,292,3.341,2016-07-16_06:45:00,0.3351,-1.7631,-2.8379,0.0966,20160715,9466,2016-07-16 14:45:00,4.277438826
148,2.937,272.6,3.8598,2016-07-16_07:00:00,-0.0902,-2.6219,-2.8326,0.0508,20160715,9467,2016-07-16 15:00:00,4.12496577
149,3.367,268.08,4.5433,2016-07-16_07:15:00,-0.5787,-3.3881,-3.0269,0.0108,20160715,9468,2016-07-16 15:15:00,3.199503992
150,3.47,270.81,4.7064,2016-07-16_07:30:00,-0.9775,-3.7851,-2.797,-0.0026,20160715,9469,2016-07-16 15:30:00,2.391378197
151,3.313,274.23,4.4573,2016-07-16_07:45:00,-1.1974,-3.8608,-2.2275,0.0015,20160715,9470,2016-07-16 15:45:00,1.570894353
152,3.236,258.83,4.3354,2016-07-16_08:00:00,-1.2794,-3.9242,-1.8429,-0.0004,20160715,9471,2016-07-16 16:00:00,2.168025717
153,3.047,271.56,4.0343,2016-07-16_08:15:00,-1.2611,-3.72,-1.561,-0.0022,20160715,9472,2016-07-16 16:15:00,3.253442524
154,3.093,257.21,4.1081,2016-07-16_08:30:00,-1.2737,-3.828,-1.491,-0.0005,20160715,9473,2016-07-16 16:30:00,3.600962356
155,3.021,257.91,3.993,2016-07-16_08:45:00,-1.36,-3.7311,-1.4223,-0.0049,20160715,9474,2016-07-16 16:45:00,3.275403974
156,3.063,253.85,4.0599,2016-07-16_09:00:00,-1.3996,-3.8455,-1.3021,-0.0056,20160715,9475,2016-07-16 17:00:00,3.060102567
157,3.057,243.48,4.0503,2016-07-16_09:15:00,-1.4625,-3.8259,-1.3295,0.0047,20160715,9476,2016-07-16 17:15:00,2.711017837
158,3.032,245.69,4.0112,2016-07-16_09:30:00,-1.5244,-3.7621,-1.3917,-0.0027,20160715,9477,2016-07-16 17:30:00,2.684368512
159,3.035,285.22,4.0154,2016-07-16_09:45:00,-1.563,-3.8789,-1.0383,-0.002,20160715,9478,2016-07-16 17:45:00,2.083495674
160,3.036,305.64,4.0169,2016-07-16_10:00:00,-1.63,-3.9261,-0.8492,0.0011,20160715,9479,2016-07-16 18:00:00,2.195332482
161,3.069,333.22,4.0693,2016-07-16_10:15:00,-1.7216,-4.0409,-0.4797,0.0034,20160715,9480,2016-07-16 18:15:00,1.892777576
162,3.324,361.8,4.4736,2016-07-16_10:30:00,-1.7557,-4.4656,0.2676,0.0035,20160715,9481,2016-07-16 18:30:00,2.037511769
163,3.425,348.94,4.6342,2016-07-16_10:45:00,-1.8048,-4.632,0.1413,-0.0043,20160715,9482,2016-07-16 18:45:00,2.196394567
164,3.54,391.5,4.817,2016-07-16_11:00:00,-1.8363,-4.7859,0.547,-0.002,20160715,9483,2016-07-16 19:00:00,1.953120503
165,4.089,400.12,5.6878,2016-07-16_11:15:00,-2.1943,-5.5211,1.3669,0.0204,20160715,9484,2016-07-16 19:15:00,1.821148104
166,4.433,434.53,6.2348,2016-07-16_11:30:00,-2.558,-5.6014,2.7381,0.012,20160715,9485,2016-07-16 19:30:00,1.707296137
167,4.536,452.4,6.398,2016-07-16_11:45:00,-2.3675,-5.5296,3.2184,-0.001,20160715,9486,2016-07-16 19:45:00,1.762855109
168,4.305,467.18,6.0304,2016-07-16_12:00:00,-2.1414,-5.1331,3.165,-0.0039,20160715,9487,2016-07-16 20:00:00,1.631809888
169,4.164,469.67,5.8076,2016-07-16_12:15:00,-2.3458,-4.9266,3.0751,0.0022,20160715,9488,2016-07-16 20:15:00,2.385357324
170,4.144,474.79,5.7749,2016-07-16_12:30:00,-2.4088,-4.7665,3.2602,0.0004,20160715,9489,2016-07-16 20:30:00,2.025730209
171,4.192,478.84,5.852,2016-07-16_12:45:00,-2.3883,-4.736,3.4373,0.0031,20160715,9490,2016-07-16 20:45:00,1.356542
172,4.238,493.87,5.9247,2016-07-16_13:00:00,-2.4409,-4.6532,3.6675,-0.0005,20160715,9491,2016-07-16 21:00:00,1.058948106
173,4.363,518.54,6.1229,2016-07-16_13:15:00,-2.5052,-4.5573,4.0891,-0.002,20160715,9492,2016-07-16 21:15:00,1.071625
174,4.323,532.36,6.0592,2016-07-16_13:30:00,-2.5697,-4.3518,4.216,-0.0037,20160715,9493,2016-07-16 21:30:00,1.278329055
175,4.388,533.5,6.163,2016-07-16_13:45:00,-2.5986,-4.3579,4.3579,-0.0042,20160715,9494,2016-07-16 21:45:00,1.131058738
176,4.295,533.26,6.0157,2016-07-16_14:00:00,-2.4935,-4.2856,4.2217,-0.0071,20160715,9495,2016-07-16 22:00:00,1.084828952
177,4.229,544.34,5.9098,2016-07-16_14:15:00,-2.4153,-4.0739,4.2813,-0.0049,20160715,9496,2016-07-16 22:15:00,1.058441512
178,4.437,546.02,6.2408,2016-07-16_14:30:00,-2.3666,-4.1584,4.6535,-0.0053,20160715,9497,2016-07-16 22:30:00,0.939897126
179,4.561,551.39,6.4364,2016-07-16_14:45:00,-2.3373,-4.2123,4.8665,-0.004,20160715,9498,2016-07-16 22:45:00,1.104554025
180,4.799,572.2,6.8152,2016-07-16_15:00:00,-2.384,-4.2278,5.3453,-0.0022,20160715,9499,2016-07-16 23:00:00,1.071712651
181,5.071,587.67,7.2465,2016-07-16_15:15:00,-2.4656,-4.208,5.8995,-0.001,20160715,9500,2016-07-16 23:15:00,1.00429367
182,5.328,606.54,7.6542,2016-07-16_15:30:00,-2.5749,-4.1747,6.4155,0.0006,20160715,9501,2016-07-16 23:30:00,0.968037276
183,5.366,586.19,7.7153,2016-07-16_15:45:00,-2.6572,-3.8709,6.674,0.0012,20160715,9502,2016-07-16 23:45:00,0.833220029
184,5.529,555.66,7.9732,2016-07-16_16:00:00,-2.7006,-3.8908,6.9594,0.001,20160715,9503,2016-07-17 00:00:00,1.629758865
89,4.871,584.28,6.9298,2016-07-16_16:15:00,-2.7492,-2.2922,6.5397,0.0021,20160716,9504,2016-07-17 00:15:00,2.241690243
90,5.101,594.23,7.2945,2016-07-16_16:30:00,-2.7414,-2.3513,6.9052,0.0013,20160716,9505,2016-07-17 00:30:00,2.153892126
91,5.306,608.54,7.6197,2016-07-16_16:45:00,-2.7266,-2.2774,7.2714,-0.001,20160716,9506,2016-07-17 00:45:00,1.694755301
92,5.468,613.55,7.8771,2016-07-16_17:00:00,-2.6357,-2.1249,7.585,-0.004,20160716,9507,2016-07-17 01:00:00,1.210888777
93,5.562,610.47,8.0254,2016-07-16_17:15:00,-2.5782,-1.9097,7.7949,-0.0014,20160716,9508,2016-07-17 01:15:00,1.223964371
94,5.666,599.96,8.1907,2016-07-16_17:30:00,-2.6098,-1.6933,8.0137,-0.0006,20160716,9509,2016-07-17 01:30:00,0.982904404
95,5.722,596.11,8.2797,2016-07-16_17:45:00,-2.5923,-1.5177,8.1394,0.0002,20160716,9510,2016-07-17 01:45:00,1.120324914
96,5.808,603.36,8.4162,2016-07-16_18:00:00,-2.6216,-1.4194,8.2956,0.0001,20160716,9511,2016-07-17 02:00:00,1.221084748
97,5.882,605.74,8.5326,2016-07-16_18:15:00,-2.643,-1.2294,8.4436,-0.0007,20160716,9512,2016-07-17 02:15:00,0.693207827
98,5.93,608.56,8.6102,2016-07-16_18:30:00,-2.6741,-1.0612,8.5445,-0.0033,20160716,9513,2016-07-17 02:30:00,0.67602918
99,6.079,613.14,8.8453,2016-07-16_18:45:00,-2.8175,-0.9762,8.7913,-0.0019,20160716,9514,2016-07-17 02:45:00,1.387620986
100,6.205,610.91,9.0462,2016-07-16_19:00:00,-2.9131,-0.8943,9.0019,-0.0047,20160716,9515,2016-07-17 03:00:00,1.582915775
101,6.217,603.74,9.0642,2016-07-16_19:15:00,-2.9699,-0.6839,9.0384,-0.0078,20160716,9516,2016-07-17 03:15:00,1.002639689
102,6.131,597.65,8.9291,2016-07-16_19:30:00,-2.947,-0.4064,8.9198,-0.01,20160716,9517,2016-07-17 03:30:00,1.121597475
103,6.128,587.36,8.9231,2016-07-16_19:45:00,-2.8899,-0.2959,8.9182,-0.0097,20160716,9518,2016-07-17 03:45:00,0.986343559
104,5.985,582,8.6968,2016-07-16_20:00:00,-2.8355,-0.2164,8.6941,-0.0091,20160716,9519,2016-07-17 04:00:00,0.68338633
105,5.937,573.85,8.6201,2016-07-16_20:15:00,-2.7279,-0.2589,8.6162,-0.0103,20160716,9520,2016-07-17 04:15:00,0.618745943
106,5.952,573.12,8.6445,2016-07-16_20:30:00,-2.553,-0.2482,8.6409,-0.0084,20160716,9521,2016-07-17 04:30:00,0.367961012
107,5.807,565.91,8.414,2016-07-16_20:45:00,-2.4129,-0.0838,8.4136,-0.0074,20160716,9522,2016-07-17 04:45:00,0.174798805
108,5.586,566.54,8.0634,2016-07-16_21:00:00,-2.4069,0.0475,8.0632,-0.0067,20160716,9523,2016-07-17 05:00:00,0.352977802
109,5.45,565.49,7.8482,2016-07-16_21:15:00,-2.4378,-0.0314,7.8482,-0.0063,20160716,9524,2016-07-17 05:15:00,1.0319376
110,5.357,565.64,7.6996,2016-07-16_21:30:00,-2.4119,-0.1157,7.6987,-0.0067,20160716,9525,2016-07-17 05:30:00,1.649356274
111,5.343,596.98,7.6786,2016-07-16_21:45:00,-2.3468,-0.1672,7.6767,-0.0052,20160716,9526,2016-07-17 05:45:00,1.578116753
112,5.294,621.39,7.6006,2016-07-16_22:00:00,-2.2909,-0.1369,7.5994,-0.0043,20160716,9527,2016-07-17 06:00:00,1.659471724
113,5.182,625.4,7.4223,2016-07-16_22:15:00,-2.3975,-0.1127,7.4214,-0.0034,20160716,9528,2016-07-17 06:15:00,1.736302602
114,4.81,629.08,6.8324,2016-07-16_22:30:00,-2.6818,-0.0791,6.8319,-0.0022,20160716,9529,2016-07-17 06:30:00,1.778361
115,4.59,622.01,6.4828,2016-07-16_22:45:00,-2.7275,-0.0734,6.4824,-0.003,20160716,9530,2016-07-17 06:45:00,1.702706459
116,3.948,626.42,5.4641,2016-07-16_23:00:00,-2.7312,-0.0357,5.464,-0.0022,20160716,9531,2016-07-17 07:00:00,1.418041717
117,3.479,643.11,4.7198,2016-07-16_23:15:00,-2.5017,-0.0562,4.7195,-0.001,20160716,9532,2016-07-17 07:15:00,1.222123142
118,3.269,666.02,4.3868,2016-07-16_23:30:00,-2.144,-0.0486,4.3865,0.0024,20160716,9533,2016-07-17 07:30:00,0.787434484
119,3.409,682.31,4.609,2016-07-16_23:45:00,-1.6741,0.067,4.6086,0.0072,20160716,9534,2016-07-17 07:45:00,0.924625696
120,3.452,684.24,4.678,2016-07-17_00:00:00,-1.266,-0.0026,4.678,0.0084,20160716,9535,2016-07-17 08:00:00,1.289261375
121,3.328,689.38,4.4805,2016-07-17_00:15:00,-0.8495,-0.1069,4.4793,0.0096,20160716,9536,2016-07-17 08:15:00,0.910518843
122,3.32,688.99,4.4684,2016-07-17_00:30:00,-0.3623,-0.1075,4.4671,0.014,20160716,9537,2016-07-17 08:30:00,1.355669139
123,3.415,686.54,4.618,2016-07-17_00:45:00,0.0295,-0.2462,4.6115,0.0156,20160716,9538,2016-07-17 08:45:00,1.333087232
124,3.304,697.6,4.4419,2016-07-17_01:00:00,0.3887,-0.2791,4.4331,0.0179,20160716,9539,2016-07-17 09:00:00,1.083334201
125,3.251,698.82,4.3582,2016-07-17_01:15:00,0.7057,-0.4056,4.3393,0.022,20160716,9540,2016-07-17 09:15:00,0.879626
126,3.169,698.18,4.228,2016-07-17_01:30:00,0.9915,-0.4593,4.203,0.0265,20160716,9541,2016-07-17 09:30:00,1.09367346
127,3.151,688.71,4.2,2016-07-17_01:45:00,1.2813,-0.6118,4.1552,0.032,20160716,9542,2016-07-17 09:45:00,1.021335602
128,3.057,682.54,4.0501,2016-07-17_02:00:00,1.5483,-0.704,3.9884,0.0372,20160716,9543,2016-07-17 10:00:00,1.182138987
129,3.07,675.73,4.0716,2016-07-17_02:15:00,1.7803,-0.8606,3.9796,0.0403,20160716,9544,2016-07-17 10:15:00,0.544780123
130,2.983,666.59,3.9326,2016-07-17_02:30:00,1.9943,-0.8537,3.8388,0.0437,20160716,9545,2016-07-17 10:30:00,0.75437606
131,2.939,678.56,3.8636,2016-07-17_02:45:00,2.2025,-0.9761,3.7383,0.0478,20160716,9546,2016-07-17 10:45:00,0.679966555
132,2.833,671.77,3.6952,2016-07-17_03:00:00,2.4086,-1.0747,3.5355,0.058,20160716,9547,2016-07-17 11:00:00,1.076489826
133,2.825,675.23,3.6827,2016-07-17_03:15:00,2.5654,-1.409,3.4025,0.0704,20160716,9548,2016-07-17 11:15:00,1.38880456
134,2.742,675.33,3.5507,2016-07-17_03:30:00,2.6427,-1.7364,3.0972,0.0787,20160716,9549,2016-07-17 11:30:00,1.088314363
135,2.864,656.17,3.7439,2016-07-17_03:45:00,2.6018,-2.3516,2.9132,0.0723,20160716,9550,2016-07-17 11:45:00,0.507222145
136,2.914,635.16,3.8241,2016-07-17_04:00:00,2.5036,-2.8295,2.5725,0.0538,20160716,9551,2016-07-17 12:00:00,2.076979745
137,3.127,627.62,4.1619,2016-07-17_04:15:00,2.3975,-3.3385,2.4851,0.0363,20160716,9552,2016-07-17 12:15:00,1.83346436
138,3.312,617.1,4.4549,2016-07-17_04:30:00,2.3132,-3.7505,2.4041,0.021,20160716,9553,2016-07-17 12:30:00,1.897540082
139,3.487,606.77,4.7329,2016-07-17_04:45:00,2.2677,-4.0847,2.3907,0.0182,20160716,9554,2016-07-17 12:45:00,1.499928102
140,3.611,589.08,4.9298,2016-07-17_05:00:00,2.3471,-4.2946,2.4205,0.0245,20160716,9555,2016-07-17 13:00:00,1.448159342
141,3.558,567.48,4.8456,2016-07-17_05:15:00,2.5453,-4.2251,2.3724,0.0338,20160716,9556,2016-07-17 13:15:00,1.372222322
142,3.596,534.51,4.9065,2016-07-17_05:30:00,2.8254,-4.1007,2.694,0.0494,20160716,9557,2016-07-17 13:30:00,1.186177013
143,3.652,511.3,4.9941,2016-07-17_05:45:00,3.1564,-3.8705,3.1559,0.0646,20160716,9558,2016-07-17 13:45:00,2.181640641
144,3.747,503.33,5.1461,2016-07-17_06:00:00,3.5195,-3.5442,3.731,0.0779,20160716,9559,2016-07-17 14:00:00,2.270791949
145,3.868,486.93,5.3368,2016-07-17_06:15:00,3.7991,-3.2094,4.264,0.0851,20160716,9560,2016-07-17 14:15:00,2.292576605
146,4.123,474.65,5.7428,2016-07-17_06:30:00,4.0136,-3.041,4.8716,0.0781,20160716,9561,2016-07-17 14:30:00,1.762555333
147,4.306,458.14,6.0331,2016-07-17_06:45:00,4.1318,-2.842,5.3218,0.065,20160716,9562,2016-07-17 14:45:00,1.402918653
148,4.576,443.32,6.4606,2016-07-17_07:00:00,4.1238,-2.8308,5.8074,0.0667,20160716,9563,2016-07-17 15:00:00,1.813656087
149,4.923,438.41,7.0108,2016-07-17_07:15:00,3.9913,-3.012,6.3308,0.0668,20160716,9564,2016-07-17 15:15:00,1.990138511
150,4.971,434.63,7.087,2016-07-17_07:30:00,3.764,-3.4428,6.1946,0.0733,20160716,9565,2016-07-17 15:30:00,2.672095407
151,5.332,447.67,7.6606,2016-07-17_07:45:00,3.4347,-4.0366,6.5108,0.0791,20160716,9566,2016-07-17 15:45:00,3.967187256
152,5.851,447.31,8.4849,2016-07-17_08:00:00,3.0143,-4.6411,7.1031,0.0566,20160716,9567,2016-07-17 16:00:00,4.65567366
153,6.021,460.19,8.754,2016-07-17_08:15:00,2.6243,-4.9126,7.2456,0.0341,20160716,9568,2016-07-17 16:15:00,5.048921885
154,6.034,459.97,8.7746,2016-07-17_08:30:00,2.3224,-5.0734,7.1592,0.024,20160716,9569,2016-07-17 16:30:00,4.879146378
155,6.044,467.84,8.7906,2016-07-17_08:45:00,2.043,-5.1438,7.1285,0.0189,20160716,9570,2016-07-17 16:45:00,5.899261673
156,6.074,456.69,8.838,2016-07-17_09:00:00,1.7838,-5.3575,7.029,0.0174,20160716,9571,2016-07-17 17:00:00,6.413063807
157,6.095,453.39,8.8714,2016-07-17_09:15:00,1.5333,-5.5963,6.8835,0.0188,20160716,9572,2016-07-17 17:15:00,6.851531371
158,6,461.04,8.7212,2016-07-17_09:30:00,1.2757,-5.7481,6.5588,0.0152,20160716,9573,2016-07-17 17:30:00,7.343769898
159,6.139,492.67,8.9413,2016-07-17_09:45:00,1.0237,-5.9158,6.7044,0.0041,20160716,9574,2016-07-17 17:45:00,6.918788604
160,6.296,491.27,9.1899,2016-07-17_10:00:00,0.7894,-6.2637,6.7246,0.0014,20160716,9575,2016-07-17 18:00:00,5.523480504
161,6.065,506.15,8.8242,2016-07-17_10:15:00,0.5293,-6.0896,6.3862,0.0001,20160716,9576,2016-07-17 18:15:00,5.834244258
162,5.869,510.58,8.5121,2016-07-17_10:30:00,0.2569,-5.7837,6.2454,0.0066,20160716,9577,2016-07-17 18:30:00,5.744019897
163,5.854,511.16,8.4884,2016-07-17_10:45:00,-0.0529,-5.7337,6.2592,0.0105,20160716,9578,2016-07-17 18:45:00,4.439998336
164,6.18,505.37,9.0069,2016-07-17_11:00:00,-0.3262,-6.0751,6.6496,0.0062,20160716,9579,2016-07-17 19:00:00,5.86383976
165,6.124,525.29,8.9169,2016-07-17_11:15:00,-0.6631,-5.9363,6.6537,0.0034,20160716,9580,2016-07-17 19:15:00,5.515639562
166,6.234,524.72,9.0919,2016-07-17_11:30:00,-0.9518,-6.0406,6.7951,0.0014,20160716,9581,2016-07-17 19:30:00,5.429033948
167,6.254,541.68,9.1234,2016-07-17_11:45:00,-1.1671,-5.8789,6.9767,0.0041,20160716,9582,2016-07-17 19:45:00,5.860214373
168,5.97,566.76,8.6727,2016-07-17_12:00:00,-1.3821,-5.5904,6.6304,0.0043,20160716,9583,2016-07-17 20:00:00,5.553573361
169,6.073,576.26,8.8365,2016-07-17_12:15:00,-1.5684,-5.5904,6.8433,0.0034,20160716,9584,2016-07-17 20:15:00,5.288205295
170,5.959,600.3,8.6561,2016-07-17_12:30:00,-1.7063,-5.3958,6.7686,0.0037,20160716,9585,2016-07-17 20:30:00,5.690696088
171,6.087,599.21,8.8582,2016-07-17_12:45:00,-1.8107,-5.61,6.8554,-0.0047,20160716,9586,2016-07-17 20:45:00,4.407800038
172,5.949,616.14,8.6393,2016-07-17_13:00:00,-1.9514,-5.3454,6.787,0.0015,20160716,9587,2016-07-17 21:00:00,4.249172569
173,5.801,632.2,8.4047,2016-07-17_13:15:00,-2.0754,-5.2087,6.5962,0.0022,20160716,9588,2016-07-17 21:15:00,5.248311318
174,5.904,639.64,8.5688,2016-07-17_13:30:00,-2.1584,-5.3278,6.7111,-0.0058,20160716,9589,2016-07-17 21:30:00,6.073389
175,5.976,644.28,8.6822,2016-07-17_13:45:00,-2.2171,-5.5877,6.6452,-0.0031,20160716,9590,2016-07-17 21:45:00,5.43104867
176,5.759,656.64,8.3374,2016-07-17_14:00:00,-2.2758,-5.5036,6.2628,-0.0045,20160716,9591,2016-07-17 22:00:00,5.469180785
177,5.774,658.56,8.3615,2016-07-17_14:15:00,-2.298,-5.6904,6.1264,-0.0047,20160716,9592,2016-07-17 22:15:00,5.165386306
178,5.825,658.64,8.4436,2016-07-17_14:30:00,-2.3155,-5.873,6.0665,-0.0058,20160716,9593,2016-07-17 22:30:00,4.970397486
179,5.837,668.94,8.462,2016-07-17_14:45:00,-2.32,-5.8676,6.0972,-0.0081,20160716,9594,2016-07-17 22:45:00,4.833596454
180,5.91,670.05,8.5771,2016-07-17_15:00:00,-2.2919,-5.9789,6.1497,-0.0104,20160716,9595,2016-07-17 23:00:00,4.562053328
181,6.12,660.3,8.9112,2016-07-17_15:15:00,-2.2588,-6.2176,6.3837,-0.0049,20160716,9596,2016-07-17 23:15:00,4.113735897
182,6.167,669.67,8.9849,2016-07-17_15:30:00,-2.2985,-6.2267,6.4774,-0.003,20160716,9597,2016-07-17 23:30:00,4.237798239
183,6.378,633.03,9.3203,2016-07-17_15:45:00,-2.3461,-6.369,6.8046,-0.0047,20160716,9598,2016-07-17 23:45:00,3.256567242
184,6.459,600.59,9.4482,2016-07-17_16:00:00,-2.3877,-6.4087,6.9424,-0.0002,20160716,9599,2016-07-18 00:00:00,3.461583202
89,5.109,719.55,7.3072,2016-07-17_16:15:00,-1.7441,-5.3921,4.9315,0.0017,20160717,9600,2016-07-18 00:15:00,4.11021717
90,5.033,723.5,7.1866,2016-07-17_16:30:00,-1.6917,-5.3043,4.8489,0.0049,20160717,9601,2016-07-18 00:30:00,4.741420463
91,4.901,730.38,6.9761,2016-07-17_16:45:00,-1.6674,-5.2484,4.5956,0.0065,20160717,9602,2016-07-18 00:45:00,4.008158877
92,4.801,734.52,6.8187,2016-07-17_17:00:00,-1.651,-5.2151,4.3929,0.0068,20160717,9603,2016-07-18 01:00:00,3.96100009
93,4.725,725.9,6.6971,2016-07-17_17:15:00,-1.6313,-5.2189,4.1969,0.0017,20160717,9604,2016-07-18 01:15:00,3.631766984
94,4.633,706.74,6.5516,2016-07-17_17:30:00,-1.6232,-5.2897,3.8656,-0.0009,20160717,9605,2016-07-18 01:30:00,4.269277515
95,4.505,694.04,6.3487,2016-07-17_17:45:00,-1.6359,-5.3662,3.3926,0.0009,20160717,9606,2016-07-18 01:45:00,5.359540118
96,4.45,703.22,6.2615,2016-07-17_18:00:00,-1.6439,-5.3847,3.1956,0.0059,20160717,9607,2016-07-18 02:00:00,5.903565133
97,4.536,704.99,6.3979,2016-07-17_18:15:00,-1.6368,-5.5023,3.2645,0.0066,20160717,9608,2016-07-18 02:15:00,5.805266413
98,4.539,701.01,6.402,2016-07-17_18:30:00,-1.6205,-5.5987,3.105,0.0002,20160717,9609,2016-07-18 02:30:00,5.041478495
99,4.515,703.1,6.3644,2016-07-17_18:45:00,-1.591,-5.6562,2.9177,0.0002,20160717,9610,2016-07-18 02:45:00,4.720064217
100,4.573,691.55,6.456,2016-07-17_19:00:00,-1.5655,-5.7939,2.8479,-0.001,20160717,9611,2016-07-18 03:00:00,3.899596465
101,4.64,686.68,6.563,2016-07-17_19:15:00,-1.5579,-5.9263,2.8198,0.001,20160717,9612,2016-07-18 03:15:00,3.510750819
102,4.592,678.77,6.487,2016-07-17_19:30:00,-1.587,-6.0053,2.4531,0.0045,20160717,9613,2016-07-18 03:30:00,2.901632975
103,4.742,680.83,6.7249,2016-07-17_19:45:00,-1.6751,-6.2155,2.5674,0.0073,20160717,9614,2016-07-18 03:45:00,3.00245826
104,5.038,675.43,7.1939,2016-07-17_20:00:00,-1.7396,-6.3787,3.3263,0.0077,20160717,9615,2016-07-18 04:00:00,3.028087165
105,5.124,673.59,7.3312,2016-07-17_20:15:00,-1.628,-6.1307,4.0201,-0.0071,20160717,9616,2016-07-18 04:15:00,3.072040407
106,4.893,669.66,6.9646,2016-07-17_20:30:00,-1.5688,-5.9533,3.6145,0.0042,20160717,9617,2016-07-18 04:30:00,3.754072022
107,4.776,660.68,6.7787,2016-07-17_20:45:00,-1.6016,-6.0298,3.097,0.0056,20160717,9618,2016-07-18 04:45:00,2.778425691
108,4.751,656.76,6.7384,2016-07-17_21:00:00,-1.5628,-6.0964,2.8706,0.0027,20160717,9619,2016-07-18 05:00:00,3.885081956
109,4.712,655.33,6.6768,2016-07-17_21:15:00,-1.5338,-6.1032,2.7076,0.0038,20160717,9620,2016-07-18 05:15:00,3.837752337
110,4.79,650.28,6.8012,2016-07-17_21:30:00,-1.5357,-6.2614,2.6555,0.0058,20160717,9621,2016-07-18 05:30:00,3.597442582
111,5.015,672.22,7.157,2016-07-17_21:45:00,-1.5571,-6.5107,2.9722,0.0069,20160717,9622,2016-07-18 05:45:00,3.622229476
112,5.123,690.65,7.3297,2016-07-17_22:00:00,-1.5949,-6.6143,3.1584,0.0089,20160717,9623,2016-07-18 06:00:00,3.93557215
113,5.107,696.98,7.3036,2016-07-17_22:15:00,-1.6405,-6.5901,3.1487,0.0128,20160717,9624,2016-07-18 06:15:00,4.111887446
114,5.107,697.81,7.3029,2016-07-17_22:30:00,-1.6855,-6.5869,3.1535,0.0158,20160717,9625,2016-07-18 06:30:00,4.236747583
115,4.825,689.7,6.8556,2016-07-17_22:45:00,-1.6966,-6.1347,3.0601,0.0137,20160717,9626,2016-07-18 06:45:00,4.736860042
116,4.655,694.38,6.5858,2016-07-17_23:00:00,-1.6818,-5.8806,2.965,0.0142,20160717,9627,2016-07-18 07:00:00,4.973256768
117,4.597,702.23,6.4948,2016-07-17_23:15:00,-1.6185,-5.7666,2.9881,0.0105,20160717,9628,2016-07-18 07:15:00,5.013322475
118,4.583,721.19,6.4726,2016-07-17_23:30:00,-1.5386,-5.6986,3.0693,0.008,20160717,9629,2016-07-18 07:30:00,4.675160431
119,4.455,733.61,6.2687,2016-07-17_23:45:00,-1.4665,-5.5877,2.8413,0.0071,20160717,9630,2016-07-18 07:45:00,5.59941864
120,4.344,733.73,6.0929,2016-07-18_00:00:00,-1.3949,-5.52,2.5793,0.0039,20160717,9631,2016-07-18 08:00:00,6.415915839
121,4.247,734.77,5.9388,2016-07-18_00:15:00,-1.2987,-5.4491,2.3615,0.002,20160717,9632,2016-07-18 08:15:00,6.6714023
122,4.197,734.89,5.8598,2016-07-18_00:30:00,-1.2074,-5.4322,2.1972,0.0011,20160717,9633,2016-07-18 08:30:00,6.314180561
